Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
PATRAN (36271),PATRAN RURAL ( 244220 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAMPURA DUGAL (36270),RAMPUR DUGGAL ( 18961 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Rasauli (36259),RASSAULI ( 18962 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BHAGWANPUR ALIAS SADHARANPUR (36279),SADARANPUR ( 18963 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BHAGWANPUR ALIAS SADHARANPUR (36279),SADHARANPUR KHURD ( 277571 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHADIPUR ALIAS MOMIAN (36261),SADHI PUR / MOMIAN ( 18964 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sagra (36239),SAGRA ( 18965 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHUTRANA (36258),SAHIB ZADA AJIT SINGH NAGAR ( 18966 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAILWALA (36252),SAILWALA KHURD ( 260809 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sailwala (36252),SALEWALA ( 18967 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BARAS (36286),SANTPURA ( 244215 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GANESHPURA ALIAS SEONA (36292),SEONA ( 18968 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Shergarh (36234),SHER GARH ( 18970 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHERGARH (36234),SHERGARH KHURD ( 244224 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutrana (36258),SHUTRANA ( 18971 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHUTRANA (36258),SUBHASH NAGAR ( 18972 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DOTAL (36263),SUNDER NAGAR ( 18973 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TAIPUR (36241),TAIPUR ( 18974 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANBUWALA (36275),TAMBOO WALA ( 18975 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHUTRANA (36258),TUGO PATTI ( 18976 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
GALOLI (36235),UDAM SINGH NAGAR ( 244223 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
